,0
UnemploymentRate_Norm,0.24797371224451947
HighSchoolGradPct_Norm,0.20578810613698653
EducationGap_Norm,0.20294814111805168
Population_Norm,0.17766548302658514
PovertyRate_Norm,0.10235391558193008
BachelorsDegreePct_Norm,0.06327064189192716
