county,BachelorsDegreePct,HighSchoolGradPct,PovertyRate,UnemploymentRate,Population,IsNCA,EducationGap,EducationRatio,PovertyUnemploymentRatio,PopulationDensityProxy,EconomicPressure,HighPoverty,LowBachelorRate,HighUnemployment,LargePopulation,WideEducationGap,VeryHighPoverty,VeryLowEducation,EconomicDistress,VulnerabilityScore,WeightedVulnerabilityScore,VulnerabilityScoreNorm,WeightedVulnerabilityScoreNorm,RiskCategory,BachelorsDegreePct_Scaled,HighSchoolGradPct_Scaled,PovertyRate_Scaled,UnemploymentRate_Scaled,Population_Scaled,EducationGap_Scaled,EducationRatio_Scaled,PovertyUnemploymentRatio_Scaled,PopulationDensityProxy_Scaled,EconomicPressure_Scaled
Sebastian,0.01888723926009698,0.023431827177802907,12.8,3.4,129098.0,0,0.004544587917705928,0.5649478611996768,3.753665689149561,11.76833483087135,8.1,0,1,0,1,0,0,1,0,2,2.0,0.5,0.14285714285714285,Low Risk,0.025074857511838432,0.018818627673712583,0.1618122977346278,0.26190476190476186,0.31478774205297344,0.012171614684825714,0.6792017204360719,0.12338067908436023,0.7462247227170105,0.17804154302670622
Sevier,0.06991658316274309,0.21008300307062436,18.7,3.8,15632.0,0,0.14016641990788126,0.31768279325190296,4.908136482939633,9.657139343577324,11.25,0,1,0,0,0,0,1,0,1,1.5,0.0,0.0,Low Risk,0.1590990096211557,0.2236267305300268,0.3527508090614886,0.3571428571428571,0.027799417251775566,0.22928505266037078,0.2826709426319329,0.39881153914074596,0.2724741832401354,0.3649851632047478
Sharp,0.06638733414959928,0.22574312438780053,19.7,3.9,17968.0,1,0.15935579023820123,0.2816087821097647,5.038363171355499,9.796403329926454,11.799999999999999,0,1,0,0,0,0,1,0,1,1.5,0.0,0.0,Low Risk,0.14982974275635647,0.24081022654674775,0.3851132686084142,0.38095238095238093,0.033707836749559905,0.2600048129221515,0.22482024897985342,0.4298807086560029,0.3037249077986477,0.3976261127596438
St. Francis,0.058383899506809646,0.19990109044839602,34.3,5.0,22101.0,0,0.14151719094158638,0.27814957693687287,6.846307385229541,10.003423381148728,19.65,1,1,0,1,0,1,1,1,3,4.0,1.0,0.7142857142857142,High Risk,0.12880941484446662,0.21245434869191407,0.8576051779935273,0.6428571428571429,0.04416138888326825,0.2314474666223555,0.2192728365241619,0.8612156826023797,0.3501800378608997,0.863501483679525
Stone,0.12140266885013022,0.29469936603267305,17.7,4.1,12671.0,1,0.1732966971825428,0.3984342679502397,4.306569343065694,9.447150114054207,10.899999999999999,0,1,0,0,0,0,1,0,1,1.5,0.0,0.0,Low Risk,0.29432275446969375,0.31647434687084086,0.3203883495145631,0.4285714285714285,0.020310192023633683,0.2823224456422464,0.4121694008521854,0.2552911005048005,0.2253527719972479,0.344213649851632
Union,0.05059050578923443,0.10720126135786293,19.0,4.6,37397.0,0,0.0566107555686285,0.43165496004997017,4.121475054229935,10.529372506036905,11.8,0,1,0,1,0,0,1,0,2,2.0,0.5,0.14285714285714285,Low Risk,0.10834074123100997,0.11073692826677527,0.36245954692556626,0.5476190476190476,0.08284939600574655,0.09552297851039185,0.46544432151457465,0.2111317510957169,0.46820259103172424,0.39762611275964393
Van Buren,0.09776123844628917,0.27322077462520133,16.5,4.0,16142.0,1,0.17545953617891216,0.34517679211795455,4.114713216957607,9.689241798157529,10.25,0,1,0,0,0,0,1,0,1,1.5,0.0,0.0,Low Risk,0.23223058509806427,0.2929063755620708,0.2815533980582524,0.40476190476190477,0.02908935472774732,0.2857848779320811,0.3267621555387405,0.209518528253271,0.27967794777422705,0.30563798219584565
Washington,0.013234341813579865,0.010822200413689214,13.5,2.3,261549.0,0,-0.0024121413998906514,0.6355880526862648,5.844155844155845,12.474380748798756,7.9,0,1,0,1,0,0,1,0,2,2.0,0.5,0.14285714285714285,Low Risk,0.010228011965954492,0.00498237015788916,0.1844660194174757,0.0,0.649794621719512,0.0010347689643072319,0.7924850495649822,0.622124782815657,0.9046608488486929,0.16617210682492584
White,0.025242149505430075,0.05176254085300566,15.7,3.5,78452.0,1,0.026520391347575587,0.4086967465523509,4.472934472934473,11.270254998347795,9.6,0,1,0,1,0,0,1,0,2,2.0,0.5,0.14285714285714285,Low Risk,0.04176547887249081,0.049905277370018465,0.25566343042071193,0.2857142857142857,0.18668936282147267,0.047352102700054806,0.4286269969698587,0.2949820922991607,0.6344560159436607,0.2670623145400593
Woodruff,0.26644618913480883,0.7739627399396378,24.4,3.6,5964.0,1,0.5075165508048289,0.33987098564827734,6.759002770083102,8.693664334532016,14.0,1,1,0,0,0,0,1,0,2,3.5,0.5,0.5714285714285714,High Risk,0.6752669982795106,0.8423591794141161,0.5372168284789642,0.30952380952380953,0.003346249570020842,0.8173662538166899,0.3182534099089545,0.8403867578985053,0.05627117975004081,0.5281899109792285
Yell,0.07143235387148274,0.19812506680303332,16.5,3.7,20044.0,0,0.1266927129315506,0.34321840693550537,4.447439353099731,9.905735025076607,10.1,0,1,0,1,0,0,1,0,2,2.0,0.5,0.14285714285714285,Low Risk,0.16308005010677395,0.2105055582184827,0.2815533980582524,0.33333333333333337,0.038958641063515514,0.2077153481299221,0.3236215582595458,0.2888995280445291,0.3282588507096831,0.29673590504451036
