Metric,NCA_Mean,Non_NCA_Mean,NCA_Std,Non_NCA_Std,Difference
BachelorsDegreePct,0.10291602014395954,0.09607368213059717,0.06446229296300074,0.07021788840265311,0.00684233801336237
PovertyRate,18.23076923076923,18.77741935483871,3.5306714695141244,5.706982187646204,-0.5466501240694797
UnemploymentRate,4.030769230769231,3.7661290322580645,0.5406548735632485,0.8514103147492066,0.26464019851116616
VulnerabilityScore,1.6153846153846154,1.7419354838709677,0.5063696835418333,0.6512405279753639,-0.12655086848635233
