FIPStxt,state,county,attribute,value
5037,AR,Cross ,INTERNATIONAL_MIG_2021,3
5037,AR,Cross ,INTERNATIONAL_MIG_2022,30
5037,AR,Cross ,INTERNATIONAL_MIG_2023,30
5037,AR,Cross ,DOMESTIC_MIG_2020,-36
5037,AR,Cross ,DOMESTIC_MIG_2021,-32
5037,AR,Cross ,DOMESTIC_MIG_2022,-22
5037,AR,Cross ,DOMESTIC_MIG_2023,-120
5037,AR,Cross ,NET_MIG_2020,-36
5037,AR,Cross ,NET_MIG_2021,-29
5037,AR,Cross ,NET_MIG_2022,8
5037,AR,Cross ,NET_MIG_2023,-90
5037,AR,Cross ,RESIDUAL_2020,-2
5037,AR,Cross ,RESIDUAL_2021,9
5037,AR,Cross ,RESIDUAL_2022,-8
5037,AR,Cross ,RESIDUAL_2023,2
5037,AR,Cross ,GQ_ESTIMATES_BASE_2020,145
5037,AR,Cross ,GQ_ESTIMATES_2020,145
5037,AR,Cross ,GQ_ESTIMATES_2021,145
5037,AR,Cross ,GQ_ESTIMATES_2022,145
5037,AR,Cross ,GQ_ESTIMATES_2023,145
5037,AR,Cross ,R_BIRTH_2021,11.2
5037,AR,Cross ,R_BIRTH_2022,11.4
5037,AR,Cross ,R_BIRTH_2023,11.1
5037,AR,Cross ,R_DEATH_2021,17.3
5037,AR,Cross ,R_DEATH_2022,16.3
5037,AR,Cross ,R_DEATH_2023,16.1
5037,AR,Cross ,R_NATURAL_CHG_2021,-6.2
5037,AR,Cross ,R_NATURAL_CHG_2022,-4.9
5037,AR,Cross ,R_NATURAL_CHG_2023,-5
5037,AR,Cross ,R_INTERNATIONAL_MIG_2021,0.2
5037,AR,Cross ,R_INTERNATIONAL_MIG_2022,1.8
5037,AR,Cross ,R_INTERNATIONAL_MIG_2023,1.8
5037,AR,Cross ,R_DOMESTIC_MIG_2021,-1.9
5037,AR,Cross ,R_DOMESTIC_MIG_2022,-1.3
5037,AR,Cross ,R_DOMESTIC_MIG_2023,-7.3
5037,AR,Cross ,R_NET_MIG_2021,-1.7
5037,AR,Cross ,R_NET_MIG_2022,0.5
5037,AR,Cross ,R_NET_MIG_2023,-5.5
5039,AR,Dallas ,Rural_Urban_Continuum_Code_2013,6
5039,AR,Dallas ,Rural_Urban_Continuum_Code_2023,8
5039,AR,Dallas ,Urban_Influence_2013,6
5039,AR,Dallas ,Economic_typology_2015,0
5039,AR,Dallas ,CENSUS_2020_POP,6482
5039,AR,Dallas ,ESTIMATES_BASE_2020,6481
5039,AR,Dallas ,POP_ESTIMATE_2020,6444
5039,AR,Dallas ,POP_ESTIMATE_2021,6309
5039,AR,Dallas ,POP_ESTIMATE_2022,6196
5039,AR,Dallas ,POP_ESTIMATE_2023,6185
5039,AR,Dallas ,N_POP_CHG_2020,-37
5039,AR,Dallas ,N_POP_CHG_2021,-135
5039,AR,Dallas ,N_POP_CHG_2022,-113
5039,AR,Dallas ,N_POP_CHG_2023,-11
5039,AR,Dallas ,BIRTHS_2020,15
5039,AR,Dallas ,BIRTHS_2021,72
5039,AR,Dallas ,BIRTHS_2022,57
5039,AR,Dallas ,BIRTHS_2023,57
5039,AR,Dallas ,DEATHS_2020,27
5039,AR,Dallas ,DEATHS_2021,135
5039,AR,Dallas ,DEATHS_2022,119
5039,AR,Dallas ,DEATHS_2023,120
5039,AR,Dallas ,NATURAL_CHG_2020,-12
5039,AR,Dallas ,NATURAL_CHG_2021,-63
5039,AR,Dallas ,NATURAL_CHG_2022,-62
5039,AR,Dallas ,NATURAL_CHG_2023,-63
5039,AR,Dallas ,INTERNATIONAL_MIG_2020,0
5039,AR,Dallas ,INTERNATIONAL_MIG_2021,-1
5039,AR,Dallas ,INTERNATIONAL_MIG_2022,-1
5039,AR,Dallas ,INTERNATIONAL_MIG_2023,-1
5039,AR,Dallas ,DOMESTIC_MIG_2020,-23
5039,AR,Dallas ,DOMESTIC_MIG_2021,-70
5039,AR,Dallas ,DOMESTIC_MIG_2022,-49
5039,AR,Dallas ,DOMESTIC_MIG_2023,54
5039,AR,Dallas ,NET_MIG_2020,-23
5039,AR,Dallas ,NET_MIG_2021,-71
5039,AR,Dallas ,NET_MIG_2022,-50
5039,AR,Dallas ,NET_MIG_2023,53
5039,AR,Dallas ,RESIDUAL_2020,-2
5039,AR,Dallas ,RESIDUAL_2021,-1
5039,AR,Dallas ,RESIDUAL_2022,-1
5039,AR,Dallas ,RESIDUAL_2023,-1
5039,AR,Dallas ,GQ_ESTIMATES_BASE_2020,232
5039,AR,Dallas ,GQ_ESTIMATES_2020,232
5039,AR,Dallas ,GQ_ESTIMATES_2021,232
5039,AR,Dallas ,GQ_ESTIMATES_2022,232
5039,AR,Dallas ,GQ_ESTIMATES_2023,232
5039,AR,Dallas ,R_BIRTH_2021,11.3
5039,AR,Dallas ,R_BIRTH_2022,9.1
5039,AR,Dallas ,R_BIRTH_2023,9.2
5039,AR,Dallas ,R_DEATH_2021,21.2
5039,AR,Dallas ,R_DEATH_2022,19
5039,AR,Dallas ,R_DEATH_2023,19.4
5039,AR,Dallas ,R_NATURAL_CHG_2021,-9.9
5039,AR,Dallas ,R_NATURAL_CHG_2022,-9.9
5039,AR,Dallas ,R_NATURAL_CHG_2023,-10.2
5039,AR,Dallas ,R_INTERNATIONAL_MIG_2021,-0.2
5039,AR,Dallas ,R_INTERNATIONAL_MIG_2022,-0.2
5039,AR,Dallas ,R_INTERNATIONAL_MIG_2023,-0.2
5039,AR,Dallas ,R_DOMESTIC_MIG_2021,-11
5039,AR,Dallas ,R_DOMESTIC_MIG_2022,-7.8
5039,AR,Dallas ,R_DOMESTIC_MIG_2023,8.7
5039,AR,Dallas ,R_NET_MIG_2021,-11.1
5039,AR,Dallas ,R_NET_MIG_2022,-8
5039,AR,Dallas ,R_NET_MIG_2023,8.6
5041,AR,Desha ,Rural_Urban_Continuum_Code_2013,6
5041,AR,Desha ,Rural_Urban_Continuum_Code_2023,9
5041,AR,Desha ,Urban_Influence_2013,6
5041,AR,Desha ,Economic_typology_2015,0
5041,AR,Desha ,CENSUS_2020_POP,11395
5041,AR,Desha ,ESTIMATES_BASE_2020,11398
5041,AR,Desha ,POP_ESTIMATE_2020,11324
5041,AR,Desha ,POP_ESTIMATE_2021,11048
5041,AR,Desha ,POP_ESTIMATE_2022,10758
5041,AR,Desha ,POP_ESTIMATE_2023,10479
5041,AR,Desha ,N_POP_CHG_2020,-74
5041,AR,Desha ,N_POP_CHG_2021,-276
5041,AR,Desha ,N_POP_CHG_2022,-290
5041,AR,Desha ,N_POP_CHG_2023,-279
5041,AR,Desha ,BIRTHS_2020,27
5041,AR,Desha ,BIRTHS_2021,115
5041,AR,Desha ,BIRTHS_2022,111
5041,AR,Desha ,BIRTHS_2023,113
5041,AR,Desha ,DEATHS_2020,39
5041,AR,Desha ,DEATHS_2021,194
5041,AR,Desha ,DEATHS_2022,178
5041,AR,Desha ,DEATHS_2023,164
5041,AR,Desha ,NATURAL_CHG_2020,-12
5041,AR,Desha ,NATURAL_CHG_2021,-79
5041,AR,Desha ,NATURAL_CHG_2022,-67
5041,AR,Desha ,NATURAL_CHG_2023,-51
5041,AR,Desha ,INTERNATIONAL_MIG_2020,1
5041,AR,Desha ,INTERNATIONAL_MIG_2021,12
5041,AR,Desha ,INTERNATIONAL_MIG_2022,6
5041,AR,Desha ,INTERNATIONAL_MIG_2023,9
5041,AR,Desha ,DOMESTIC_MIG_2020,-58
5041,AR,Desha ,DOMESTIC_MIG_2021,-203
5041,AR,Desha ,DOMESTIC_MIG_2022,-235
5041,AR,Desha ,DOMESTIC_MIG_2023,-235
5041,AR,Desha ,NET_MIG_2020,-57
5041,AR,Desha ,NET_MIG_2021,-191
5041,AR,Desha ,NET_MIG_2022,-229
5041,AR,Desha ,NET_MIG_2023,-226
5041,AR,Desha ,RESIDUAL_2020,-5
5041,AR,Desha ,RESIDUAL_2021,-6
5041,AR,Desha ,RESIDUAL_2022,6
5041,AR,Desha ,RESIDUAL_2023,-2
5041,AR,Desha ,GQ_ESTIMATES_BASE_2020,42
5041,AR,Desha ,GQ_ESTIMATES_2020,42
5041,AR,Desha ,GQ_ESTIMATES_2021,42
5041,AR,Desha ,GQ_ESTIMATES_2022,42
5041,AR,Desha ,GQ_ESTIMATES_2023,42
5041,AR,Desha ,R_BIRTH_2021,10.3
5041,AR,Desha ,R_BIRTH_2022,10.2
5041,AR,Desha ,R_BIRTH_2023,10.6
5041,AR,Desha ,R_DEATH_2021,17.3
5041,AR,Desha ,R_DEATH_2022,16.3
5041,AR,Desha ,R_DEATH_2023,15.4
5041,AR,Desha ,R_NATURAL_CHG_2021,-7.1
5041,AR,Desha ,R_NATURAL_CHG_2022,-6.1
5041,AR,Desha ,R_NATURAL_CHG_2023,-4.8
5041,AR,Desha ,R_INTERNATIONAL_MIG_2021,1.1
5041,AR,Desha ,R_INTERNATIONAL_MIG_2022,0.6
5041,AR,Desha ,R_INTERNATIONAL_MIG_2023,0.8
5041,AR,Desha ,R_DOMESTIC_MIG_2021,-18.1
5041,AR,Desha ,R_DOMESTIC_MIG_2022,-21.6
5041,AR,Desha ,R_DOMESTIC_MIG_2023,-22.1
5041,AR,Desha ,R_NET_MIG_2021,-17.1
5041,AR,Desha ,R_NET_MIG_2022,-21
5041,AR,Desha ,R_NET_MIG_2023,-21.3
5043,AR,Drew ,Rural_Urban_Continuum_Code_2013,6
5043,AR,Drew ,Rural_Urban_Continuum_Code_2023,7
5043,AR,Drew ,Urban_Influence_2013,6
5043,AR,Drew ,Economic_typology_2015,4
5043,AR,Drew ,CENSUS_2020_POP,17350
5043,AR,Drew ,ESTIMATES_BASE_2020,17345
5043,AR,Drew ,POP_ESTIMATE_2020,17313
5043,AR,Drew ,POP_ESTIMATE_2021,17057
5043,AR,Drew ,POP_ESTIMATE_2022,16912
5043,AR,Drew ,POP_ESTIMATE_2023,16945
5043,AR,Drew ,N_POP_CHG_2020,-32
5043,AR,Drew ,N_POP_CHG_2021,-256
5043,AR,Drew ,N_POP_CHG_2022,-145
5043,AR,Drew ,N_POP_CHG_2023,33
5043,AR,Drew ,BIRTHS_2020,64
5043,AR,Drew ,BIRTHS_2021,199
5043,AR,Drew ,BIRTHS_2022,195
5043,AR,Drew ,BIRTHS_2023,193
5043,AR,Drew ,DEATHS_2020,65
5043,AR,Drew ,DEATHS_2021,268
5043,AR,Drew ,DEATHS_2022,233
5043,AR,Drew ,DEATHS_2023,226
5043,AR,Drew ,NATURAL_CHG_2020,-1
5043,AR,Drew ,NATURAL_CHG_2021,-69
5043,AR,Drew ,NATURAL_CHG_2022,-38
5043,AR,Drew ,NATURAL_CHG_2023,-33
5043,AR,Drew ,INTERNATIONAL_MIG_2020,0
5043,AR,Drew ,INTERNATIONAL_MIG_2021,-1
5043,AR,Drew ,INTERNATIONAL_MIG_2022,8
5043,AR,Drew ,INTERNATIONAL_MIG_2023,9
5043,AR,Drew ,DOMESTIC_MIG_2020,-34
5043,AR,Drew ,DOMESTIC_MIG_2021,-186
5043,AR,Drew ,DOMESTIC_MIG_2022,-112
5043,AR,Drew ,DOMESTIC_MIG_2023,56
5043,AR,Drew ,NET_MIG_2020,-34
5043,AR,Drew ,NET_MIG_2021,-187
5043,AR,Drew ,NET_MIG_2022,-104
5043,AR,Drew ,NET_MIG_2023,65
5043,AR,Drew ,RESIDUAL_2020,3
5043,AR,Drew ,RESIDUAL_2021,0
5043,AR,Drew ,RESIDUAL_2022,-3
5043,AR,Drew ,RESIDUAL_2023,1
5043,AR,Drew ,GQ_ESTIMATES_BASE_2020,616
5043,AR,Drew ,GQ_ESTIMATES_2020,615
5043,AR,Drew ,GQ_ESTIMATES_2021,589
5043,AR,Drew ,GQ_ESTIMATES_2022,588
5043,AR,Drew ,GQ_ESTIMATES_2023,590
5043,AR,Drew ,R_BIRTH_2021,11.6
5043,AR,Drew ,R_BIRTH_2022,11.5
5043,AR,Drew ,R_BIRTH_2023,11.4
5043,AR,Drew ,R_DEATH_2021,15.6
5043,AR,Drew ,R_DEATH_2022,13.7
5043,AR,Drew ,R_DEATH_2023,13.4
5043,AR,Drew ,R_NATURAL_CHG_2021,-4
5043,AR,Drew ,R_NATURAL_CHG_2022,-2.2
5043,AR,Drew ,R_NATURAL_CHG_2023,-1.9
5043,AR,Drew ,R_INTERNATIONAL_MIG_2021,-0.1
5043,AR,Drew ,R_INTERNATIONAL_MIG_2022,0.5
5043,AR,Drew ,R_INTERNATIONAL_MIG_2023,0.5
5043,AR,Drew ,R_DOMESTIC_MIG_2021,-10.8
5043,AR,Drew ,R_DOMESTIC_MIG_2022,-6.6
5043,AR,Drew ,R_DOMESTIC_MIG_2023,3.3
5043,AR,Drew ,R_NET_MIG_2021,-10.9
5043,AR,Drew ,R_NET_MIG_2022,-6.1
5043,AR,Drew ,R_NET_MIG_2023,3.8
5045,AR,Faulkner ,Rural_Urban_Continuum_Code_2013,2
5045,AR,Faulkner ,Rural_Urban_Continuum_Code_2023,2
5045,AR,Faulkner ,Urban_Influence_2013,2
5045,AR,Faulkner ,Economic_typology_2015,0
5045,AR,Faulkner ,CENSUS_2020_POP,123498
5045,AR,Faulkner ,ESTIMATES_BASE_2020,123493
5045,AR,Faulkner ,POP_ESTIMATE_2020,123820
5045,AR,Faulkner ,POP_ESTIMATE_2021,125608
5045,AR,Faulkner ,POP_ESTIMATE_2022,127565
5045,AR,Faulkner ,POP_ESTIMATE_2023,129951
5045,AR,Faulkner ,N_POP_CHG_2020,327
5045,AR,Faulkner ,N_POP_CHG_2021,1788
5045,AR,Faulkner ,N_POP_CHG_2022,1957
5045,AR,Faulkner ,N_POP_CHG_2023,2386
5045,AR,Faulkner ,BIRTHS_2020,379
5045,AR,Faulkner ,BIRTHS_2021,1434
5045,AR,Faulkner ,BIRTHS_2022,1469
5045,AR,Faulkner ,BIRTHS_2023,1468
5045,AR,Faulkner ,DEATHS_2020,250
5045,AR,Faulkner ,DEATHS_2021,1212
5045,AR,Faulkner ,DEATHS_2022,1247
5045,AR,Faulkner ,DEATHS_2023,1117
5045,AR,Faulkner ,NATURAL_CHG_2020,129
5045,AR,Faulkner ,NATURAL_CHG_2021,222
5045,AR,Faulkner ,NATURAL_CHG_2022,222
5045,AR,Faulkner ,NATURAL_CHG_2023,351
5045,AR,Faulkner ,INTERNATIONAL_MIG_2020,3
5045,AR,Faulkner ,INTERNATIONAL_MIG_2021,76
5045,AR,Faulkner ,INTERNATIONAL_MIG_2022,120
5045,AR,Faulkner ,INTERNATIONAL_MIG_2023,145
5045,AR,Faulkner ,DOMESTIC_MIG_2020,153
5045,AR,Faulkner ,DOMESTIC_MIG_2021,1475
5045,AR,Faulkner ,DOMESTIC_MIG_2022,1616
5045,AR,Faulkner ,DOMESTIC_MIG_2023,1892
5045,AR,Faulkner ,NET_MIG_2020,156
5045,AR,Faulkner ,NET_MIG_2021,1551
5045,AR,Faulkner ,NET_MIG_2022,1736
5045,AR,Faulkner ,NET_MIG_2023,2037
5045,AR,Faulkner ,RESIDUAL_2020,42
5045,AR,Faulkner ,RESIDUAL_2021,15
5045,AR,Faulkner ,RESIDUAL_2022,-1
5045,AR,Faulkner ,RESIDUAL_2023,-2
5045,AR,Faulkner ,GQ_ESTIMATES_BASE_2020,4738
5045,AR,Faulkner ,GQ_ESTIMATES_2020,4741
5045,AR,Faulkner ,GQ_ESTIMATES_2021,4950
5045,AR,Faulkner ,GQ_ESTIMATES_2022,5099
5045,AR,Faulkner ,GQ_ESTIMATES_2023,5105
5045,AR,Faulkner ,R_BIRTH_2021,11.5
5045,AR,Faulkner ,R_BIRTH_2022,11.6
5045,AR,Faulkner ,R_BIRTH_2023,11.4
5045,AR,Faulkner ,R_DEATH_2021,9.7
5045,AR,Faulkner ,R_DEATH_2022,9.9
5045,AR,Faulkner ,R_DEATH_2023,8.7
5045,AR,Faulkner ,R_NATURAL_CHG_2021,1.8
5045,AR,Faulkner ,R_NATURAL_CHG_2022,1.8
5045,AR,Faulkner ,R_NATURAL_CHG_2023,2.7
5045,AR,Faulkner ,R_INTERNATIONAL_MIG_2021,0.6
5045,AR,Faulkner ,R_INTERNATIONAL_MIG_2022,0.9
5045,AR,Faulkner ,R_INTERNATIONAL_MIG_2023,1.1
5045,AR,Faulkner ,R_DOMESTIC_MIG_2021,11.8
5045,AR,Faulkner ,R_DOMESTIC_MIG_2022,12.8
5045,AR,Faulkner ,R_DOMESTIC_MIG_2023,14.7
5045,AR,Faulkner ,R_NET_MIG_2021,12.4
5045,AR,Faulkner ,R_NET_MIG_2022,13.7
5045,AR,Faulkner ,R_NET_MIG_2023,15.8
5047,AR,Franklin ,Rural_Urban_Continuum_Code_2013,6
5047,AR,Franklin ,Rural_Urban_Continuum_Code_2023,8
5047,AR,Franklin ,Urban_Influence_2013,6
5047,AR,Franklin ,Economic_typology_2015,0
5047,AR,Franklin ,CENSUS_2020_POP,17097
5047,AR,Franklin ,ESTIMATES_BASE_2020,17103
5047,AR,Franklin ,POP_ESTIMATE_2020,17139
5047,AR,Franklin ,POP_ESTIMATE_2021,17166
5047,AR,Franklin ,POP_ESTIMATE_2022,17270
5047,AR,Franklin ,POP_ESTIMATE_2023,17468
5047,AR,Franklin ,N_POP_CHG_2020,36
5047,AR,Franklin ,N_POP_CHG_2021,27
5047,AR,Franklin ,N_POP_CHG_2022,104
5047,AR,Franklin ,N_POP_CHG_2023,198
5047,AR,Franklin ,BIRTHS_2020,47
5047,AR,Franklin ,BIRTHS_2021,187
5047,AR,Franklin ,BIRTHS_2022,189
5047,AR,Franklin ,BIRTHS_2023,188
5047,AR,Franklin ,DEATHS_2020,62
5047,AR,Franklin ,DEATHS_2021,282
5047,AR,Franklin ,DEATHS_2022,278
5047,AR,Franklin ,DEATHS_2023,258
5047,AR,Franklin ,NATURAL_CHG_2020,-15
5047,AR,Franklin ,NATURAL_CHG_2021,-95
5047,AR,Franklin ,NATURAL_CHG_2022,-89
5047,AR,Franklin ,NATURAL_CHG_2023,-70
5047,AR,Franklin ,INTERNATIONAL_MIG_2020,0
5047,AR,Franklin ,INTERNATIONAL_MIG_2021,1
5047,AR,Franklin ,INTERNATIONAL_MIG_2022,0
5047,AR,Franklin ,INTERNATIONAL_MIG_2023,0
5047,AR,Franklin ,DOMESTIC_MIG_2020,51
5047,AR,Franklin ,DOMESTIC_MIG_2021,112
5047,AR,Franklin ,DOMESTIC_MIG_2022,195
5047,AR,Franklin ,DOMESTIC_MIG_2023,270
5047,AR,Franklin ,NET_MIG_2020,51
5047,AR,Franklin ,NET_MIG_2021,113
5047,AR,Franklin ,NET_MIG_2022,195
5047,AR,Franklin ,NET_MIG_2023,270
5047,AR,Franklin ,RESIDUAL_2020,0
5047,AR,Franklin ,RESIDUAL_2021,9
5047,AR,Franklin ,RESIDUAL_2022,-2
5047,AR,Franklin ,RESIDUAL_2023,-2
5047,AR,Franklin ,GQ_ESTIMATES_BASE_2020,277
5047,AR,Franklin ,GQ_ESTIMATES_2020,277
5047,AR,Franklin ,GQ_ESTIMATES_2021,277
5047,AR,Franklin ,GQ_ESTIMATES_2022,277
5047,AR,Franklin ,GQ_ESTIMATES_2023,277
5047,AR,Franklin ,R_BIRTH_2021,10.9
5047,AR,Franklin ,R_BIRTH_2022,11
5047,AR,Franklin ,R_BIRTH_2023,10.8
5047,AR,Franklin ,R_DEATH_2021,16.4
5047,AR,Franklin ,R_DEATH_2022,16.1
5047,AR,Franklin ,R_DEATH_2023,14.9
5047,AR,Franklin ,R_NATURAL_CHG_2021,-5.5
5047,AR,Franklin ,R_NATURAL_CHG_2022,-5.2
5047,AR,Franklin ,R_NATURAL_CHG_2023,-4
5047,AR,Franklin ,R_INTERNATIONAL_MIG_2021,0.1
5047,AR,Franklin ,R_INTERNATIONAL_MIG_2022,0
5047,AR,Franklin ,R_INTERNATIONAL_MIG_2023,0
5047,AR,Franklin ,R_DOMESTIC_MIG_2021,6.5
5047,AR,Franklin ,R_DOMESTIC_MIG_2022,11.3
5047,AR,Franklin ,R_DOMESTIC_MIG_2023,15.5
5047,AR,Franklin ,R_NET_MIG_2021,6.6
5047,AR,Franklin ,R_NET_MIG_2022,11.3
5047,AR,Franklin ,R_NET_MIG_2023,15.5
5049,AR,Fulton ,Rural_Urban_Continuum_Code_2013,9
5049,AR,Fulton ,Rural_Urban_Continuum_Code_2023,9
5049,AR,Fulton ,Urban_Influence_2013,9
5049,AR,Fulton ,Economic_typology_2015,0
5049,AR,Fulton ,CENSUS_2020_POP,12075
5049,AR,Fulton ,ESTIMATES_BASE_2020,12074
5049,AR,Fulton ,POP_ESTIMATE_2020,12054
5049,AR,Fulton ,POP_ESTIMATE_2021,12147
5049,AR,Fulton ,POP_ESTIMATE_2022,12355
5049,AR,Fulton ,POP_ESTIMATE_2023,12421
5049,AR,Fulton ,N_POP_CHG_2020,-20
5049,AR,Fulton ,N_POP_CHG_2021,93
5049,AR,Fulton ,N_POP_CHG_2022,208
5049,AR,Fulton ,N_POP_CHG_2023,66
5049,AR,Fulton ,BIRTHS_2020,26
5049,AR,Fulton ,BIRTHS_2021,118
5049,AR,Fulton ,BIRTHS_2022,118
5049,AR,Fulton ,BIRTHS_2023,117
5049,AR,Fulton ,DEATHS_2020,42
5049,AR,Fulton ,DEATHS_2021,247
5049,AR,Fulton ,DEATHS_2022,250
5049,AR,Fulton ,DEATHS_2023,235
5049,AR,Fulton ,NATURAL_CHG_2020,-16
5049,AR,Fulton ,NATURAL_CHG_2021,-129
5049,AR,Fulton ,NATURAL_CHG_2022,-132
5049,AR,Fulton ,NATURAL_CHG_2023,-118
5049,AR,Fulton ,INTERNATIONAL_MIG_2020,1
5049,AR,Fulton ,INTERNATIONAL_MIG_2021,3
5049,AR,Fulton ,INTERNATIONAL_MIG_2022,-1
5049,AR,Fulton ,INTERNATIONAL_MIG_2023,-1
5049,AR,Fulton ,DOMESTIC_MIG_2020,-7
5049,AR,Fulton ,DOMESTIC_MIG_2021,223
5049,AR,Fulton ,DOMESTIC_MIG_2022,328
5049,AR,Fulton ,DOMESTIC_MIG_2023,184
5049,AR,Fulton ,NET_MIG_2020,-6
5049,AR,Fulton ,NET_MIG_2021,226
5049,AR,Fulton ,NET_MIG_2022,327
5049,AR,Fulton ,NET_MIG_2023,183
5049,AR,Fulton ,RESIDUAL_2020,2
5049,AR,Fulton ,RESIDUAL_2021,-4
5049,AR,Fulton ,RESIDUAL_2022,13
5049,AR,Fulton ,RESIDUAL_2023,1
5049,AR,Fulton ,GQ_ESTIMATES_BASE_2020,162
5049,AR,Fulton ,GQ_ESTIMATES_2020,162
5049,AR,Fulton ,GQ_ESTIMATES_2021,162
5049,AR,Fulton ,GQ_ESTIMATES_2022,162
5049,AR,Fulton ,GQ_ESTIMATES_2023,162
5049,AR,Fulton ,R_BIRTH_2021,9.8
5049,AR,Fulton ,R_BIRTH_2022,9.6
5049,AR,Fulton ,R_BIRTH_2023,9.4
5049,AR,Fulton ,R_DEATH_2021,20.4
5049,AR,Fulton ,R_DEATH_2022,20.4
5049,AR,Fulton ,R_DEATH_2023,19
5049,AR,Fulton ,R_NATURAL_CHG_2021,-10.7
5049,AR,Fulton ,R_NATURAL_CHG_2022,-10.8
5049,AR,Fulton ,R_NATURAL_CHG_2023,-9.5
5049,AR,Fulton ,R_INTERNATIONAL_MIG_2021,0.2
5049,AR,Fulton ,R_INTERNATIONAL_MIG_2022,-0.1
5049,AR,Fulton ,R_INTERNATIONAL_MIG_2023,-0.1
5049,AR,Fulton ,R_DOMESTIC_MIG_2021,18.4
5049,AR,Fulton ,R_DOMESTIC_MIG_2022,26.8
5049,AR,Fulton ,R_DOMESTIC_MIG_2023,14.9
5049,AR,Fulton ,R_NET_MIG_2021,18.7
5049,AR,Fulton ,R_NET_MIG_2022,26.7
5049,AR,Fulton ,R_NET_MIG_2023,14.8
5051,AR,Garland ,Rural_Urban_Continuum_Code_2013,3
5051,AR,Garland ,Rural_Urban_Continuum_Code_2023,3
5051,AR,Garland ,Urban_Influence_2013,2
5051,AR,Garland ,Economic_typology_2015,5
5051,AR,Garland ,CENSUS_2020_POP,100180
5051,AR,Garland ,ESTIMATES_BASE_2020,100173
5051,AR,Garland ,POP_ESTIMATE_2020,100258
5051,AR,Garland ,POP_ESTIMATE_2021,100393
5051,AR,Garland ,POP_ESTIMATE_2022,99982
5051,AR,Garland ,POP_ESTIMATE_2023,99784
5051,AR,Garland ,N_POP_CHG_2020,85
5051,AR,Garland ,N_POP_CHG_2021,135
5051,AR,Garland ,N_POP_CHG_2022,-411
5051,AR,Garland ,N_POP_CHG_2023,-198
5051,AR,Garland ,BIRTHS_2020,230
5051,AR,Garland ,BIRTHS_2021,956
5051,AR,Garland ,BIRTHS_2022,969
5051,AR,Garland ,BIRTHS_2023,970
5051,AR,Garland ,DEATHS_2020,353
5051,AR,Garland ,DEATHS_2021,1690
5051,AR,Garland ,DEATHS_2022,1763
5051,AR,Garland ,DEATHS_2023,1535
5051,AR,Garland ,NATURAL_CHG_2020,-123
5051,AR,Garland ,NATURAL_CHG_2021,-734
5051,AR,Garland ,NATURAL_CHG_2022,-794
5051,AR,Garland ,NATURAL_CHG_2023,-565
5051,AR,Garland ,INTERNATIONAL_MIG_2020,2
5051,AR,Garland ,INTERNATIONAL_MIG_2021,40
5051,AR,Garland ,INTERNATIONAL_MIG_2022,55
5051,AR,Garland ,INTERNATIONAL_MIG_2023,74
5051,AR,Garland ,DOMESTIC_MIG_2020,204
5051,AR,Garland ,DOMESTIC_MIG_2021,806
5051,AR,Garland ,DOMESTIC_MIG_2022,372
5051,AR,Garland ,DOMESTIC_MIG_2023,295
5051,AR,Garland ,NET_MIG_2020,206
5051,AR,Garland ,NET_MIG_2021,846
5051,AR,Garland ,NET_MIG_2022,427
5051,AR,Garland ,NET_MIG_2023,369
5051,AR,Garland ,RESIDUAL_2020,2
5051,AR,Garland ,RESIDUAL_2021,23
5051,AR,Garland ,RESIDUAL_2022,-44
5051,AR,Garland ,RESIDUAL_2023,-2
5051,AR,Garland ,GQ_ESTIMATES_BASE_2020,1650
5051,AR,Garland ,GQ_ESTIMATES_2020,1650
5051,AR,Garland ,GQ_ESTIMATES_2021,1650
5051,AR,Garland ,GQ_ESTIMATES_2022,1652
5051,AR,Garland ,GQ_ESTIMATES_2023,1652
5051,AR,Garland ,R_BIRTH_2021,9.5
5051,AR,Garland ,R_BIRTH_2022,9.7
5051,AR,Garland ,R_BIRTH_2023,9.7
5051,AR,Garland ,R_DEATH_2021,16.8
5051,AR,Garland ,R_DEATH_2022,17.6
5051,AR,Garland ,R_DEATH_2023,15.4
5051,AR,Garland ,R_NATURAL_CHG_2021,-7.3
5051,AR,Garland ,R_NATURAL_CHG_2022,-7.9
5051,AR,Garland ,R_NATURAL_CHG_2023,-5.7
5051,AR,Garland ,R_INTERNATIONAL_MIG_2021,0.4
5051,AR,Garland ,R_INTERNATIONAL_MIG_2022,0.5
5051,AR,Garland ,R_INTERNATIONAL_MIG_2023,0.7
5051,AR,Garland ,R_DOMESTIC_MIG_2021,8
5051,AR,Garland ,R_DOMESTIC_MIG_2022,3.7
5051,AR,Garland ,R_DOMESTIC_MIG_2023,3
5051,AR,Garland ,R_NET_MIG_2021,8.4
5051,AR,Garland ,R_NET_MIG_2022,4.3
5051,AR,Garland ,R_NET_MIG_2023,3.7
5053,AR,Grant ,Rural_Urban_Continuum_Code_2013,2
5053,AR,Grant ,Rural_Urban_Continuum_Code_2023,2
5053,AR,Grant ,Urban_Influence_2013,2
5053,AR,Grant ,Economic_typology_2015,0
5053,AR,Grant ,CENSUS_2020_POP,17958
5053,AR,Grant ,ESTIMATES_BASE_2020,17960
5053,AR,Grant ,POP_ESTIMATE_2020,18018
5053,AR,Grant ,POP_ESTIMATE_2021,18123
