,0
BachelorsDegreePct_Norm,0.243753106796585
EducationGap_Norm,0.1937707823577389
HighSchoolGradPct_Norm,0.1908973273103708
Population_Norm,0.176624100537144
PovertyRate_Norm,0.13019504649939434
UnemploymentRate_Norm,0.06475963649876693
